s_tp,s_fp,s_tn,s_fn,a_tp,a_fp,a_tn,a_fn,zona
134,9,7,0,128,3,13,6,mercado_rodriguez
142,3,5,0,141,0,8,1,mercado_rodriguez
41,41,68,0,32,14,95,9,mercado_rodriguez
136,11,3,0,135,1,13,1,mercado_rodriguez
140,6,4,0,139,2,8,1,mercado_rodriguez
136,13,1,0,132,3,11,4,mercado_rodriguez
150,0,0,0,150,0,0,0,mercado_rodriguez
139,10,1,0,139,4,7,0,mercado_rodriguez
136,11,3,0,135,2,12,1,mercado_rodriguez
132,8,10,0,129,1,17,3,mercado_rodriguez
140,4,6,0,139,0,10,1,mercado_rodriguez
134,14,1,1,133,3,12,2,mercado_rodriguez
137,8,4,1,137,1,11,1,mercado_rodriguez
125,19,6,0,115,8,17,10,mercado_rodriguez
139,8,3,0,139,4,7,0,mercado_rodriguez
150,0,0,0,148,0,0,2,mercado_rodriguez
101,15,33,1,94,10,38,8,mercado_rodriguez
138,10,2,0,138,4,8,0,mercado_rodriguez
141,1,8,0,140,0,9,1,mercado_rodriguez
82,30,37,1,81,12,55,2,mercado_rodriguez
136,9,5,0,132,2,12,4,mercado_rodriguez
61,29,60,0,61,6,83,0,mercado_rodriguez
150,0,0,0,150,0,0,0,mercado_rodriguez
139,5,6,0,138,0,11,1,mercado_rodriguez
136,6,8,0,133,2,12,3,mercado_rodriguez
140,3,7,0,138,1,9,2,mercado_rodriguez
136,7,7,0,134,0,14,2,mercado_rodriguez
135,9,6,0,131,1,14,4,mercado_rodriguez
137,11,2,0,136,4,9,1,mercado_rodriguez
139,6,5,0,139,2,9,0,mercado_rodriguez
104,4,42,0,102,2,44,2,mercado_rodriguez
140,3,7,0,139,1,9,1,mercado_rodriguez
131,14,5,0,131,2,17,0,mercado_rodriguez
133,9,8,0,128,2,15,5,mercado_rodriguez
137,8,5,0,135,4,9,2,mercado_rodriguez
149,0,0,1,149,0,0,1,mercado_rodriguez
141,3,6,0,140,1,8,1,mercado_rodriguez
65,69,16,0,54,23,62,11,mercado_rodriguez
150,0,0,0,150,0,0,0,mercado_rodriguez
150,0,0,0,148,0,0,2,mercado_rodriguez
137,12,1,0,136,0,13,1,mercado_rodriguez
140,3,6,1,140,0,9,1,mercado_rodriguez
136,5,9,0,135,2,12,1,mercado_rodriguez
139,5,6,0,139,1,10,0,mercado_rodriguez
138,10,2,0,138,4,8,0,mercado_rodriguez
136,8,6,0,136,4,10,0,mercado_rodriguez
143,2,5,0,143,0,7,0,mercado_rodriguez
136,12,2,0,135,3,11,1,mercado_rodriguez
135,11,4,0,134,7,8,1,mercado_rodriguez
136,11,2,1,134,3,10,3,mercado_rodriguez
133,13,4,0,130,2,15,3,mercado_rodriguez
141,6,3,0,141,1,8,0,mercado_rodriguez
150,0,0,0,150,0,0,0,mercado_rodriguez
136,11,3,0,135,0,14,1,mercado_rodriguez
142,4,4,0,142,1,7,0,mercado_rodriguez
133,7,10,0,132,3,14,1,mercado_rodriguez
135,11,4,0,134,2,13,1,mercado_rodriguez
136,6,7,1,135,0,13,2,mercado_rodriguez
133,6,11,0,132,0,17,1,mercado_rodriguez
82,15,53,0,82,8,60,0,mercado_rodriguez
136,6,8,0,129,2,12,7,mercado_rodriguez
140,4,6,0,140,0,10,0,mercado_rodriguez
140,4,6,0,138,0,10,2,mercado_rodriguez
138,3,9,0,138,0,12,0,mercado_rodriguez
139,3,8,0,137,0,11,2,mercado_rodriguez
138,4,8,0,134,0,12,4,mercado_rodriguez
131,17,1,1,129,4,14,3,mercado_rodriguez
137,11,2,0,136,3,10,1,mercado_rodriguez
99,13,38,0,98,4,47,1,mercado_rodriguez
134,11,5,0,132,1,15,2,mercado_rodriguez
135,9,6,0,130,0,15,5,mercado_rodriguez
140,4,6,0,140,2,8,0,mercado_rodriguez
76,48,23,3,67,9,62,12,mercado_rodriguez
150,0,0,0,150,0,0,0,mercado_rodriguez
122,13,14,1,120,2,25,3,mercado_rodriguez
150,0,0,0,149,0,0,1,mercado_rodriguez
139,6,5,0,138,0,11,1,mercado_rodriguez
94,32,23,1,90,4,51,5,mercado_rodriguez
140,4,6,0,140,2,8,0,mercado_rodriguez
140,6,4,0,139,0,10,1,mercado_rodriguez
134,12,4,0,134,5,11,0,mercado_rodriguez
136,9,5,0,134,1,13,2,mercado_rodriguez
134,5,11,0,132,2,14,2,mercado_rodriguez
140,4,6,0,139,0,10,1,mercado_rodriguez
150,0,0,0,149,0,0,1,mercado_rodriguez
141,3,6,0,140,1,8,1,mercado_rodriguez
138,11,1,0,137,3,9,1,mercado_rodriguez
134,10,6,0,132,4,12,2,mercado_rodriguez
137,6,6,1,134,1,11,4,mercado_rodriguez
150,0,0,0,150,0,0,0,mercado_rodriguez
137,11,2,0,137,1,12,0,mercado_rodriguez
138,10,2,0,137,2,10,1,mercado_rodriguez
136,5,9,0,136,0,14,0,mercado_rodriguez
98,17,35,0,98,4,48,0,mercado_rodriguez
108,21,21,0,107,10,32,1,mercado_rodriguez
138,3,8,1,138,0,11,1,mercado_rodriguez
138,4,8,0,137,1,11,1,mercado_rodriguez
121,18,11,0,121,7,22,0,mercado_rodriguez
99,18,33,0,98,4,47,1,mercado_rodriguez
99,18,33,0,96,1,50,3,mercado_rodriguez
132,6,12,0,129,0,18,3,mercado_rodriguez
139,4,7,0,138,1,10,1,mercado_rodriguez
141,5,4,0,141,3,6,0,mercado_rodriguez
140,3,7,0,140,0,10,0,mercado_rodriguez
141,4,5,0,140,1,8,1,mercado_rodriguez
150,0,0,0,146,0,0,4,mercado_rodriguez
137,9,4,0,136,1,12,1,mercado_rodriguez
140,5,5,0,139,3,7,1,mercado_rodriguez
120,26,3,1,117,4,25,4,mercado_rodriguez
92,33,24,1,85,13,44,8,mercado_rodriguez
135,9,6,0,135,3,12,0,mercado_rodriguez
101,13,35,1,96,5,43,6,mercado_rodriguez
139,3,8,0,139,1,10,0,mercado_rodriguez
139,5,6,0,139,1,10,0,mercado_rodriguez
140,5,5,0,140,1,9,0,mercado_rodriguez
142,2,6,0,140,1,7,2,mercado_rodriguez
93,30,25,2,90,7,48,5,mercado_rodriguez
127,22,1,0,123,6,17,4,mercado_rodriguez
113,18,18,1,111,2,34,3,mercado_rodriguez
84,29,35,2,75,7,57,11,mercado_rodriguez
131,11,8,0,131,3,16,0,mercado_rodriguez
135,6,9,0,133,2,13,2,mercado_rodriguez
137,13,0,0,134,1,12,3,mercado_rodriguez
150,0,0,0,150,0,0,0,mercado_rodriguez
141,4,5,0,141,1,8,0,mercado_rodriguez
139,5,6,0,139,1,10,0,mercado_rodriguez
142,4,4,0,141,1,7,1,mercado_rodriguez
138,5,7,0,138,0,12,0,mercado_rodriguez
99,11,40,0,99,7,44,0,mercado_rodriguez
140,2,8,0,140,1,9,0,mercado_rodriguez
142,1,7,0,140,0,8,2,mercado_rodriguez
47,46,57,0,44,3,100,3,mercado_rodriguez
126,17,6,1,123,12,11,4,mercado_rodriguez
143,1,6,0,142,0,7,1,mercado_rodriguez
135,6,9,0,135,1,14,0,mercado_rodriguez
140,5,5,0,140,1,9,0,mercado_rodriguez
81,50,19,0,80,13,56,1,mercado_rodriguez
105,15,30,0,104,8,37,1,mercado_rodriguez
135,8,7,0,134,0,15,1,mercado_rodriguez
135,6,9,0,133,0,15,2,mercado_rodriguez
140,6,4,0,138,1,9,2,mercado_rodriguez
118,15,16,1,108,3,28,11,mercado_rodriguez
137,8,5,0,135,3,10,2,mercado_rodriguez
139,10,1,0,139,2,9,0,mercado_rodriguez
141,3,6,0,141,0,9,0,mercado_rodriguez
132,4,13,1,132,0,17,1,mercado_rodriguez
52,20,78,0,51,8,90,1,mercado_rodriguez
141,4,5,0,141,0,9,0,mercado_rodriguez
139,6,5,0,139,2,9,0,mercado_rodriguez
149,0,0,1,149,0,0,1,mercado_rodriguez
133,7,10,0,132,1,16,1,mercado_rodriguez
137,6,7,0,137,2,11,0,mercado_rodriguez
149,0,0,1,147,0,0,3,mercado_rodriguez
133,11,6,0,133,2,15,0,mercado_rodriguez
121,9,20,0,119,1,28,2,mercado_rodriguez
137,12,1,0,134,4,9,3,mercado_rodriguez
134,12,4,0,132,4,12,2,mercado_rodriguez
81,15,54,0,77,1,68,4,mercado_rodriguez
88,15,47,0,87,1,61,1,mercado_rodriguez
142,5,3,0,142,0,8,0,mercado_rodriguez
131,10,9,0,127,2,17,4,mercado_rodriguez
139,3,7,1,139,1,9,1,mercado_rodriguez
129,10,11,0,124,3,18,5,mercado_rodriguez
140,4,6,0,139,0,10,1,mercado_rodriguez
150,0,0,0,148,0,0,2,mercado_rodriguez
125,14,11,0,125,4,21,0,mercado_rodriguez
138,5,7,0,138,2,10,0,mercado_rodriguez
134,7,7,2,132,0,14,4,mercado_rodriguez
95,21,34,0,95,7,48,0,mercado_rodriguez
150,0,0,0,150,0,0,0,mercado_rodriguez
133,5,12,0,129,1,16,4,mercado_rodriguez
139,5,6,0,139,2,9,0,mercado_rodriguez
135,9,6,0,135,4,11,0,mercado_rodriguez
142,3,5,0,141,0,8,1,mercado_rodriguez
128,16,6,0,124,6,16,4,mercado_rodriguez
139,6,5,0,138,0,11,1,mercado_rodriguez
134,6,10,0,134,3,13,0,mercado_rodriguez
140,3,7,0,139,1,9,1,mercado_rodriguez
142,3,5,0,142,0,8,0,mercado_rodriguez
123,21,5,1,113,9,17,11,mercado_rodriguez
0,68,82,0,0,24,126,0,mercado_rodriguez
132,8,10,0,132,0,18,0,mercado_rodriguez
142,4,4,0,142,1,7,0,mercado_rodriguez
131,14,5,0,130,5,14,1,mercado_rodriguez
137,6,7,0,135,2,11,2,mercado_rodriguez
134,13,3,0,131,1,15,3,mercado_rodriguez
150,0,0,0,150,0,0,0,mercado_rodriguez
135,5,9,1,131,1,13,5,mercado_rodriguez
132,6,10,2,132,2,14,2,mercado_rodriguez
138,6,5,1,135,1,10,4,mercado_rodriguez
139,9,2,0,136,1,10,3,mercado_rodriguez
129,13,8,0,129,4,17,0,mercado_rodriguez
134,9,7,0,134,3,13,0,mercado_rodriguez
150,0,0,0,150,0,0,0,mercado_rodriguez
140,6,4,0,140,0,10,0,mercado_rodriguez
5,37,108,0,5,20,125,0,mercado_rodriguez
101,18,31,0,99,9,40,2,mercado_rodriguez
139,4,7,0,138,3,8,1,mercado_rodriguez
136,11,3,0,136,4,10,0,mercado_rodriguez
138,7,5,0,137,1,11,1,mercado_rodriguez
106,27,17,0,106,8,36,0,mercado_rodriguez
150,0,0,0,150,0,0,0,mercado_rodriguez
139,2,8,1,137,1,9,3,mercado_rodriguez
141,4,5,0,140,0,9,1,mercado_rodriguez
136,10,3,1,135,0,13,2,mercado_rodriguez
142,2,6,0,140,1,7,2,mercado_rodriguez
38,41,69,2,22,19,91,18,mercado_rodriguez
137,7,6,0,137,1,12,0,mercado_rodriguez
136,13,1,0,135,7,7,1,mercado_rodriguez
138,7,5,0,138,3,9,0,mercado_rodriguez
139,3,8,0,139,0,11,0,mercado_rodriguez
120,24,6,0,120,6,24,0,mercado_rodriguez
150,0,0,0,150,0,0,0,mercado_rodriguez
150,0,0,0,150,0,0,0,mercado_rodriguez
140,4,6,0,139,0,10,1,mercado_rodriguez
142,2,6,0,141,0,8,1,mercado_rodriguez
138,3,9,0,136,0,12,2,mercado_rodriguez
141,3,5,1,141,1,7,1,mercado_rodriguez
138,5,7,0,138,1,11,0,mercado_rodriguez
149,0,0,1,145,0,0,5,mercado_rodriguez
80,23,47,0,80,6,64,0,mercado_rodriguez
135,14,1,0,134,3,12,1,mercado_rodriguez
119,16,13,2,114,3,26,7,mercado_rodriguez
47,39,62,2,45,12,89,4,mercado_rodriguez
77,39,34,0,75,7,66,2,mercado_rodriguez
135,9,6,0,133,6,9,2,mercado_rodriguez
135,3,12,0,129,0,15,6,mercado_rodriguez
138,5,7,0,137,0,12,1,mercado_rodriguez
150,0,0,0,148,0,0,2,mercado_rodriguez
132,18,0,0,127,10,8,5,mercado_rodriguez
142,5,3,0,141,2,6,1,mercado_rodriguez
141,3,6,0,141,2,7,0,mercado_rodriguez
139,6,5,0,139,3,8,0,mercado_rodriguez
150,0,0,0,149,0,0,1,mercado_rodriguez
138,0,12,0,137,0,12,1,mercado_rodriguez
119,18,13,0,117,1,30,2,mercado_rodriguez
139,5,6,0,138,0,11,1,mercado_rodriguez
132,12,4,2,131,4,12,3,mercado_rodriguez
141,2,7,0,139,0,9,2,mercado_rodriguez
105,35,10,0,102,4,41,3,mercado_rodriguez
54,27,69,0,52,7,89,2,mercado_rodriguez
96,38,16,0,95,7,47,1,mercado_rodriguez
139,4,7,0,139,1,10,0,mercado_rodriguez
150,0,0,0,150,0,0,0,mercado_rodriguez
133,17,0,0,133,7,10,0,mercado_rodriguez
138,6,6,0,137,2,10,1,mercado_rodriguez
140,6,4,0,139,1,9,1,mercado_rodriguez
134,5,11,0,134,1,15,0,mercado_rodriguez
138,8,4,0,138,3,9,0,mercado_rodriguez
135,13,2,0,134,2,13,1,mercado_rodriguez
134,11,4,1,132,2,13,3,mercado_rodriguez
140,8,2,0,140,1,9,0,mercado_rodriguez
135,10,5,0,134,4,11,1,mercado_rodriguez
136,10,4,0,134,1,13,2,mercado_rodriguez
143,3,4,0,142,1,6,1,mercado_rodriguez
138,3,9,0,137,0,12,1,mercado_rodriguez
141,5,4,0,140,0,9,1,mercado_rodriguez
132,6,10,2,130,0,16,4,mercado_rodriguez
139,3,8,0,139,1,10,0,mercado_rodriguez
136,10,4,0,136,2,12,0,mercado_rodriguez
105,13,32,0,104,6,39,1,mercado_rodriguez
138,10,2,0,138,5,7,0,mercado_rodriguez
140,5,5,0,140,1,9,0,mercado_rodriguez
95,44,10,1,91,13,41,5,mercado_rodriguez
140,5,5,0,139,4,6,1,mercado_rodriguez
139,4,7,0,139,1,10,0,mercado_rodriguez
92,23,34,1,92,5,52,1,mercado_rodriguez
135,5,9,1,133,0,14,3,mercado_rodriguez
142,1,7,0,141,0,8,1,mercado_rodriguez
134,10,5,1,132,1,14,3,mercado_rodriguez
150,0,0,0,150,0,0,0,mercado_rodriguez
136,3,11,0,136,1,13,0,mercado_rodriguez
80,17,53,0,79,2,68,1,mercado_rodriguez
95,20,34,1,92,5,49,4,mercado_rodriguez
130,8,12,0,126,4,16,4,mercado_rodriguez
135,10,5,0,134,3,12,1,mercado_rodriguez
63,28,59,0,61,5,82,2,mercado_rodriguez
141,3,6,0,141,0,9,0,mercado_rodriguez
90,28,32,0,87,16,44,3,mercado_rodriguez
134,13,3,0,131,4,12,3,mercado_rodriguez
105,18,27,0,102,5,40,3,mercado_rodriguez
137,7,6,0,136,1,12,1,mercado_rodriguez
150,0,0,0,150,0,0,0,mercado_rodriguez
77,25,48,0,75,10,63,2,mercado_rodriguez
137,10,3,0,137,5,8,0,mercado_rodriguez
86,36,28,0,83,12,52,3,mercado_rodriguez
123,18,9,0,121,5,22,2,mercado_rodriguez
141,4,5,0,141,1,8,0,mercado_rodriguez
137,11,2,0,136,3,10,1,mercado_rodriguez
89,25,32,4,83,4,53,10,mercado_rodriguez
140,5,5,0,139,2,8,1,mercado_rodriguez
136,9,5,0,132,3,11,4,mercado_rodriguez
51,24,74,1,45,7,91,7,mercado_rodriguez
114,12,24,0,114,3,33,0,mercado_rodriguez
150,0,0,0,150,0,0,0,mercado_rodriguez
141,4,5,0,140,1,8,1,mercado_rodriguez
137,9,4,0,136,1,12,1,mercado_rodriguez
139,5,6,0,139,1,10,0,mercado_rodriguez
140,3,7,0,140,1,9,0,mercado_rodriguez
105,29,16,0,104,2,43,1,mercado_rodriguez
83,45,21,1,76,19,47,8,mercado_rodriguez
139,10,1,0,139,5,6,0,mercado_rodriguez
80,32,38,0,79,12,58,1,mercado_rodriguez
138,6,6,0,137,2,10,1,mercado_rodriguez
140,5,5,0,138,1,9,2,mercado_rodriguez
134,12,4,0,133,1,15,1,mercado_rodriguez
140,3,7,0,139,1,9,1,mercado_rodriguez
132,8,10,0,128,2,16,4,mercado_rodriguez
98,9,43,0,96,2,50,2,mercado_rodriguez
95,19,36,0,92,5,50,3,mercado_rodriguez
141,5,4,0,141,1,8,0,mercado_rodriguez
103,23,23,1,97,1,45,7,mercado_rodriguez
105,10,35,0,102,2,43,3,mercado_rodriguez
141,1,8,0,139,0,9,2,mercado_rodriguez
149,0,0,1,143,0,0,7,mercado_rodriguez
139,1,10,0,138,0,11,1,mercado_rodriguez
139,4,7,0,139,2,9,0,mercado_rodriguez
142,4,4,0,140,1,7,2,mercado_rodriguez
134,14,2,0,134,6,10,0,mercado_rodriguez
140,4,6,0,140,1,9,0,mercado_rodriguez
136,7,7,0,135,1,13,1,mercado_rodriguez
137,7,6,0,136,2,11,1,mercado_rodriguez
141,2,6,1,140,1,7,2,mercado_rodriguez
138,10,2,0,138,1,11,0,mercado_rodriguez
140,2,8,0,140,1,9,0,mercado_rodriguez
139,6,5,0,139,4,7,0,mercado_rodriguez
136,12,2,0,135,3,11,1,mercado_rodriguez
139,5,6,0,139,2,9,0,mercado_rodriguez
135,11,4,0,134,6,9,1,mercado_rodriguez
127,12,11,0,123,4,19,4,mercado_rodriguez
133,11,5,1,133,1,15,1,mercado_rodriguez
140,3,7,0,140,1,9,0,mercado_rodriguez
137,11,2,0,136,2,11,1,mercado_rodriguez
141,4,5,0,141,1,8,0,mercado_rodriguez
99,24,27,0,99,3,48,0,mercado_rodriguez
142,3,5,0,142,0,8,0,mercado_rodriguez
118,10,22,0,117,3,29,1,mercado_rodriguez
132,10,8,0,131,3,15,1,mercado_rodriguez
139,6,5,0,138,0,11,1,mercado_rodriguez
116,23,11,0,116,8,26,0,mercado_rodriguez
150,0,0,0,146,0,0,4,mercado_rodriguez
137,8,4,1,135,2,10,3,mercado_rodriguez
138,9,3,0,137,5,7,1,mercado_rodriguez
0,45,105,0,0,15,135,0,mercado_rodriguez
141,2,7,0,138,0,9,3,mercado_rodriguez
136,8,6,0,136,1,13,0,mercado_rodriguez
137,6,7,0,137,2,11,0,mercado_rodriguez
130,17,3,0,128,5,15,2,mercado_rodriguez
140,4,6,0,139,1,9,1,mercado_rodriguez
133,9,8,0,133,0,17,0,mercado_rodriguez
138,8,4,0,137,2,10,1,mercado_rodriguez
138,6,6,0,137,1,11,1,mercado_rodriguez
136,11,3,0,131,0,14,5,mercado_rodriguez
136,4,10,0,135,0,14,1,mercado_rodriguez
115,21,14,0,110,10,25,5,mercado_rodriguez
140,3,7,0,139,0,10,1,mercado_rodriguez
141,6,3,0,141,2,7,0,mercado_rodriguez
138,6,6,0,138,1,11,0,mercado_rodriguez
113,26,9,2,110,15,20,5,mercado_rodriguez
137,5,8,0,136,1,12,1,mercado_rodriguez
137,12,1,0,137,3,10,0,mercado_rodriguez
131,11,7,1,131,5,13,1,mercado_rodriguez
139,5,6,0,139,1,10,0,mercado_rodriguez
103,22,24,1,101,2,44,3,mercado_rodriguez
69,13,68,0,69,5,76,0,mercado_rodriguez
128,18,2,2,114,7,13,16,mercado_rodriguez
140,5,5,0,140,1,9,0,mercado_rodriguez
141,4,5,0,141,0,9,0,mercado_rodriguez
136,8,5,1,136,2,11,1,mercado_rodriguez
143,2,5,0,142,0,7,1,mercado_rodriguez
141,4,5,0,141,3,6,0,mercado_rodriguez
141,6,3,0,141,3,6,0,mercado_rodriguez
142,4,4,0,142,3,5,0,mercado_rodriguez
101,25,22,2,95,6,41,8,mercado_rodriguez
138,8,4,0,135,0,12,3,mercado_rodriguez
122,7,21,0,118,1,27,4,mercado_rodriguez
135,8,7,0,135,0,15,0,mercado_rodriguez
55,30,63,2,53,6,87,4,mercado_rodriguez
142,1,7,0,142,0,8,0,mercado_rodriguez
140,4,6,0,140,2,8,0,mercado_rodriguez
139,4,7,0,138,2,9,1,mercado_rodriguez
141,2,7,0,140,0,9,1,mercado_rodriguez
136,13,1,0,136,4,10,0,mercado_rodriguez
141,4,5,0,141,1,8,0,mercado_rodriguez
88,12,49,1,86,2,59,3,mercado_rodriguez
137,7,6,0,137,2,11,0,mercado_rodriguez
137,6,7,0,134,1,12,3,mercado_rodriguez
140,5,5,0,140,0,10,0,mercado_rodriguez
141,3,6,0,141,1,8,0,mercado_rodriguez
138,8,4,0,137,2,10,1,mercado_rodriguez
141,2,7,0,141,0,9,0,mercado_rodriguez
109,10,31,0,107,3,38,2,mercado_rodriguez
140,4,6,0,140,2,8,0,mercado_rodriguez
140,4,6,0,138,1,9,2,mercado_rodriguez
139,4,7,0,137,0,11,2,mercado_rodriguez
102,11,37,0,102,7,41,0,mercado_rodriguez
133,12,5,0,131,3,14,2,mercado_rodriguez
50,27,73,0,50,10,90,0,mercado_rodriguez
66,24,60,0,65,4,80,1,mercado_rodriguez
118,23,9,0,115,7,25,3,mercado_rodriguez
137,12,0,1,131,9,3,7,mercado_rodriguez
141,3,6,0,141,1,8,0,mercado_rodriguez
114,9,26,1,113,3,32,2,mercado_rodriguez
134,12,4,0,133,3,13,1,mercado_rodriguez
134,7,9,0,131,1,15,3,mercado_rodriguez
137,8,5,0,136,1,12,1,mercado_rodriguez
116,25,9,0,113,10,24,3,mercado_rodriguez
134,14,2,0,132,4,12,2,mercado_rodriguez
126,18,5,1,125,6,17,2,mercado_rodriguez
106,16,28,0,106,4,40,0,mercado_rodriguez
136,12,2,0,136,4,10,0,mercado_rodriguez
109,26,15,0,108,2,39,1,mercado_rodriguez
134,5,11,0,130,0,16,4,mercado_rodriguez
136,7,7,0,135,1,13,1,mercado_rodriguez
131,5,12,2,126,1,16,7,mercado_rodriguez
100,13,37,0,100,2,48,0,mercado_rodriguez
90,10,50,0,89,5,55,1,mercado_rodriguez
134,6,9,1,134,1,14,1,mercado_rodriguez
142,6,2,0,142,4,4,0,mercado_rodriguez
140,5,5,0,139,2,8,1,mercado_rodriguez
133,7,10,0,129,2,15,4,mercado_rodriguez
140,4,6,0,137,0,10,3,mercado_rodriguez
133,12,4,1,128,2,14,6,mercado_rodriguez
141,2,7,0,139,0,9,2,mercado_rodriguez
135,2,13,0,134,1,14,1,mercado_rodriguez
140,5,5,0,140,2,8,0,mercado_rodriguez
140,4,6,0,140,1,9,0,mercado_rodriguez
140,2,8,0,137,0,10,3,mercado_rodriguez
139,4,7,0,139,1,10,0,mercado_rodriguez
110,9,31,0,107,3,37,3,mercado_rodriguez
75,17,58,0,73,1,74,2,mercado_rodriguez
100,9,41,0,96,2,48,4,mercado_rodriguez
134,12,4,0,134,1,15,0,mercado_rodriguez
141,3,6,0,141,1,8,0,mercado_rodriguez
112,22,15,1,110,7,30,3,mercado_rodriguez
109,27,14,0,106,7,34,3,mercado_rodriguez
142,3,5,0,142,0,8,0,mercado_rodriguez
150,0,0,0,149,0,0,1,mercado_rodriguez
75,48,27,0,74,21,54,1,mercado_rodriguez
141,3,6,0,141,0,9,0,mercado_rodriguez
137,8,5,0,135,0,13,2,mercado_rodriguez
0,28,122,0,0,10,140,0,mercado_rodriguez
139,4,6,1,138,1,9,2,mercado_rodriguez
126,13,10,1,125,4,19,2,mercado_rodriguez
142,3,5,0,142,0,8,0,mercado_rodriguez
150,0,0,0,150,0,0,0,mercado_rodriguez
138,7,5,0,137,3,9,1,mercado_rodriguez
142,2,6,0,142,0,8,0,mercado_rodriguez
121,16,13,0,121,4,25,0,mercado_rodriguez
131,16,2,1,131,1,17,1,mercado_rodriguez
136,9,5,0,135,5,9,1,mercado_rodriguez
28,47,75,0,27,14,108,1,mercado_rodriguez
141,3,6,0,140,1,8,1,mercado_rodriguez
135,7,8,0,132,1,14,3,mercado_rodriguez
135,9,5,1,135,2,12,1,mercado_rodriguez
150,0,0,0,148,0,0,2,mercado_rodriguez
136,13,0,1,132,7,6,5,mercado_rodriguez
139,4,7,0,138,1,10,1,mercado_rodriguez
129,14,7,0,123,5,16,6,mercado_rodriguez
94,27,29,0,94,7,49,0,mercado_rodriguez
135,6,8,1,135,0,14,1,mercado_rodriguez
134,14,2,0,133,3,13,1,mercado_rodriguez
138,4,8,0,138,2,10,0,mercado_rodriguez
111,15,24,0,110,6,33,1,mercado_rodriguez
141,3,6,0,141,1,8,0,mercado_rodriguez
62,30,58,0,58,7,81,4,mercado_rodriguez
141,7,2,0,141,0,9,0,mercado_rodriguez
134,10,6,0,131,2,14,3,mercado_rodriguez
122,16,10,2,115,8,18,9,mercado_rodriguez
138,7,5,0,137,0,12,1,mercado_rodriguez
134,13,3,0,132,2,14,2,mercado_rodriguez
135,6,9,0,133,0,15,2,mercado_rodriguez
141,3,6,0,141,0,9,0,mercado_rodriguez
136,7,7,0,136,3,11,0,mercado_rodriguez
130,12,8,0,127,3,17,3,mercado_rodriguez
133,12,5,0,128,2,15,5,mercado_rodriguez
141,5,4,0,140,3,6,1,mercado_rodriguez
135,9,6,0,134,2,13,1,mercado_rodriguez
138,4,8,0,137,0,12,1,mercado_rodriguez
75,44,30,1,66,15,59,10,mercado_rodriguez
126,23,0,1,123,4,19,4,mercado_rodriguez
135,15,0,0,135,1,14,0,mercado_rodriguez
52,63,35,0,48,14,84,4,mercado_rodriguez
140,5,5,0,139,1,9,1,mercado_rodriguez
140,4,6,0,138,0,10,2,mercado_rodriguez
139,7,4,0,138,3,8,1,mercado_rodriguez
138,7,5,0,138,1,11,0,mercado_rodriguez
141,4,5,0,141,2,7,0,mercado_rodriguez
137,6,7,0,137,0,13,0,mercado_rodriguez
137,4,9,0,137,2,11,0,mercado_rodriguez
141,6,3,0,139,2,7,2,mercado_rodriguez
136,6,8,0,133,1,13,3,mercado_rodriguez
132,13,4,1,130,8,9,3,mercado_rodriguez
62,27,61,0,61,2,86,1,mercado_rodriguez
83,42,25,0,81,14,53,2,mercado_rodriguez
137,4,9,0,136,1,12,1,mercado_rodriguez
135,13,2,0,133,2,13,2,mercado_rodriguez
128,21,1,0,127,5,17,1,mercado_rodriguez
137,5,8,0,137,4,9,0,mercado_rodriguez
150,0,0,0,149,0,0,1,mercado_rodriguez
136,5,9,0,136,2,12,0,mercado_rodriguez
141,4,5,0,141,1,8,0,mercado_rodriguez
140,4,5,1,139,1,8,2,mercado_rodriguez
150,0,0,0,149,0,0,1,mercado_rodriguez
141,5,4,0,141,0,9,0,mercado_rodriguez
138,7,5,0,134,1,11,4,mercado_rodriguez
136,4,10,0,135,0,14,1,mercado_rodriguez
141,6,3,0,141,3,6,0,mercado_rodriguez
138,4,7,1,138,0,11,1,mercado_rodriguez
138,5,7,0,137,0,12,1,mercado_rodriguez
139,6,5,0,138,1,10,1,mercado_rodriguez
139,6,5,0,139,3,8,0,mercado_rodriguez
128,13,8,1,127,7,14,2,mercado_rodriguez
95,24,31,0,91,3,52,4,mercado_rodriguez
136,7,7,0,136,1,13,0,mercado_rodriguez
118,24,8,0,116,5,27,2,mercado_rodriguez
119,15,16,0,117,5,26,2,mercado_rodriguez
123,14,13,0,122,4,23,1,mercado_rodriguez
135,12,3,0,135,1,14,0,mercado_rodriguez
126,20,4,0,122,6,18,4,mercado_rodriguez
127,10,13,0,127,1,22,0,villa_fatima_laderas
81,14,55,0,79,2,67,2,villa_fatima_laderas
133,7,10,0,133,1,16,0,villa_fatima_laderas
136,13,1,0,136,0,14,0,villa_fatima_laderas
92,57,1,0,87,10,48,5,villa_fatima_laderas
136,5,9,0,136,0,14,0,villa_fatima_laderas
130,7,13,0,129,0,20,1,villa_fatima_laderas
93,45,12,0,91,6,51,2,villa_fatima_laderas
137,4,9,0,136,1,12,1,villa_fatima_laderas
119,12,19,0,114,1,30,5,villa_fatima_laderas
46,14,90,0,46,0,104,0,villa_fatima_laderas
136,4,10,0,136,0,14,0,villa_fatima_laderas
132,6,12,0,131,0,18,1,villa_fatima_laderas
136,6,8,0,135,0,14,1,villa_fatima_laderas
136,11,3,0,136,0,14,0,villa_fatima_laderas
134,12,4,0,134,0,16,0,villa_fatima_laderas
